,Unnamed: 0,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,NEVER MASK,max_risk
692,692,693,IL,17195,Whiteside,Morrison,58498,1772.1989999999998,684.25,31.796,12.277,1803.995,696.5269999999999,41.750571,-89.910957,"Whiteside<br>Every 10,000 People 250.0 Not using Mask<br>Max of 47.0 People can get Infected",250.0,47.0
693,693,694,IL,17197,Will,Joliet,677560,2167.581,836.908,31.904,12.318,2199.485,849.2260000000001,41.448474,-87.97845600000001,"Will<br>Every 10,000 People 410.0 Not using Mask<br>Max of 770.0 People can get Infected",410.0,770.0
694,694,695,IL,17199,Williamson,Marion,66357,1088.181,420.149,62.684,24.203,1150.866,444.352,37.730353,-88.930018,"Williamson<br>Every 10,000 People 950.0 Not using Mask<br>Max of 122.0 People can get Infected",950.0,122.0
695,695,696,IL,17201,Winnebago,Rockford,295266,1329.602,513.362,15.250,5.888,1344.852,519.25,42.337396000000005,-89.16120500000001,"Winnebago<br>Every 10,000 People 310.0 Not using Mask<br>Max of 125.0 People can get Infected",310.0,125.0
696,696,697,IL,17203,Woodford,Eureka,38664,1366.994,527.799,38.442,14.843,1405.4360000000001,542.6419999999999,40.789596,-89.210301,"Woodford<br>Every 10,000 People 620.0 Not using Mask<br>Max of 23.0 People can get Infected",620.0,23.0
697,697,698,IN,18001,Adams,Decatur,34387,878.079,339.028,2.430,0.938,880.51,339.966,40.745733,-84.936131,"Adams<br>Every 10,000 People 1360.0 Not using Mask<br>Max of 0.0 People can get Infected",1360.0,0.0
698,698,699,IN,18003,Allen,Fort Wayne,355329,1702.42,657.308,7.029,2.714,1709.4489999999998,660.0219999999999,41.091854999999995,-85.07223,"Allen<br>Every 10,000 People 700.0 Not using Mask<br>Max of 136.0 People can get Infected",700.0,136.0
699,699,700,IN,18005,Bartholomew,Columbus,76794,1053.886,406.908,6.778,2.617,1060.665,409.525,39.205843,-85.897999,"Bartholomew<br>Every 10,000 People 1380.0 Not using Mask<br>Max of 5.0 People can get Infected",1380.0,5.0
700,700,701,IN,18007,Benton,Fowler,8854,1052.616,406.418,0.236,0.091,1052.853,406.509,40.608253000000005,-87.31547900000001,"Benton<br>Every 10,000 People 820.0 Not using Mask<br>Max of 0.0 People can get Infected",820.0,0.0
701,701,702,IN,18009,Blackford,Hartford City,12766,427.555,165.08,1.304,0.503,428.858,165.583,40.472671999999996,-85.32373,"Blackford<br>Every 10,000 People 930.0 Not using Mask<br>Max of 5.0 People can get Infected",930.0,5.0
702,702,703,IN,18011,Boone,Lebanon,56640,1095.339,422.913,0.878,0.339,1096.2169999999999,423.25199999999995,40.050892,-86.469014,"Boone<br>Every 10,000 People 520.0 Not using Mask<br>Max of 9.0 People can get Infected",520.0,9.0
703,703,704,IN,18013,Brown,Nashville,15242,808.0269999999999,311.981,12.043,4.650,820.07,316.631,39.192585,-86.23940999999999,"Brown<br>Every 10,000 People 550.0 Not using Mask<br>Max of 2.0 People can get Infected",550.0,2.0
704,704,705,IN,18015,Carroll,Delphi,20155,964.056,372.224,7.238,2.795,971.294,375.019,40.58498,-86.565141,"Carroll<br>Every 10,000 People 590.0 Not using Mask<br>Max of 2.0 People can get Infected",590.0,2.0
705,705,706,IN,18017,Cass,Logansport,38966,1067.476,412.155,6.974,2.693,1074.45,414.848,40.753799,-86.35516899999999,"Cass<br>Every 10,000 People 370.0 Not using Mask<br>Max of 9.0 People can get Infected",370.0,9.0
706,706,707,IN,18019,Clark,Jeffersonville,110232,965.691,372.855,9.313,3.596,975.0039999999999,376.45099999999996,38.476217,-85.711122,"Clark<br>Every 10,000 People 680.0 Not using Mask<br>Max of 40.0 People can get Infected",680.0,40.0
707,707,708,IN,18021,Clay,Brazil,26890,926.029,357.542,7.199,2.780,933.2280000000001,360.32199999999995,39.393951,-87.115837,"Clay<br>Every 10,000 People 1220.0 Not using Mask<br>Max of 2.0 People can get Infected",1220.0,2.0
708,708,709,IN,18023,Clinton,Frankfort,33224,1049.126,405.07,0.461,0.178,1049.588,405.24800000000005,40.305944000000004,-86.47756700000001,"Clinton<br>Every 10,000 People 880.0 Not using Mask<br>Max of 3.0 People can get Infected",880.0,3.0
709,709,710,IN,18025,Crawford,English,10713,791.6110000000001,305.643,7.966,3.076,799.577,308.719,38.289433,-86.440871,"Crawford<br>Every 10,000 People 670.0 Not using Mask<br>Max of 5.0 People can get Infected",670.0,5.0
710,710,711,IN,18027,Daviess,Washington,31648,1112.366,429.48699999999997,19.133,7.387,1131.499,436.874,38.696155,-87.076988,"Daviess<br>Every 10,000 People 490.0 Not using Mask<br>Max of 19.0 People can get Infected",490.0,19.0
711,711,712,IN,18029,Dearborn,Lawrenceburg,50047,790.033,305.034,6.169,2.382,796.202,307.416,39.151491,-84.97346,"Dearborn<br>Every 10,000 People 830.0 Not using Mask<br>Max of 6.0 People can get Infected",830.0,6.0
712,712,713,IN,18031,Decatur,Greensburg,25740,964.946,372.56800000000004,1.955,0.755,966.9019999999999,373.32300000000004,39.30598,-85.499831,"Decatur<br>Every 10,000 People 1750.0 Not using Mask<br>Max of 9.0 People can get Infected",1750.0,9.0
713,713,714,IN,18033,DeKalb,Auburn,42223,939.711,362.824,2.657,1.026,942.368,363.85,41.401189,-85.000185,"DeKalb<br>Every 10,000 People 1090.0 Not using Mask<br>Max of 7.0 People can get Infected",1090.0,7.0
714,714,715,IN,18035,Delaware,Muncie,117671,1015.596,392.124,9.804,3.785,1025.4,395.909,40.227165,-85.39885600000001,"Delaware<br>Every 10,000 People 950.0 Not using Mask<br>Max of 248.0 People can get Infected",950.0,248.0
715,715,716,IN,18037,Dubois,Jasper,41889,1106.622,427.269,20.887,8.064,1127.509,435.333,38.373344,-86.873385,"Dubois<br>Every 10,000 People 100.0 Not using Mask<br>Max of 8.0 People can get Infected",100.0,8.0
716,716,717,IN,18039,Elkhart,Goshen,197559,1199.606,463.17,12.432,4.800,1212.038,467.97,41.600693,-85.863986,"Elkhart<br>Every 10,000 People 300.0 Not using Mask<br>Max of 70.0 People can get Infected",300.0,70.0
717,717,718,IN,18041,Fayette,Connersville,24277,556.884,215.014,0.384,0.148,557.268,215.162,39.639655,-85.18503199999999,"Fayette<br>Every 10,000 People 1610.0 Not using Mask<br>Max of 14.0 People can get Infected",1610.0,14.0
718,718,719,IN,18043,Floyd,New Albany,74578,383.149,147.935,2.649,1.023,385.798,148.958,38.317937,-85.911474,"Floyd<br>Every 10,000 People 530.0 Not using Mask<br>Max of 28.0 People can get Infected",530.0,28.0
719,719,720,IN,18045,Fountain,Covington,17240,1024.744,395.656,5.760,2.224,1030.503,397.88,40.121282,-87.234806,"Fountain<br>Every 10,000 People 770.0 Not using Mask<br>Max of 5.0 People can get Infected",770.0,5.0
720,720,721,IN,18047,Franklin,Brookville,23087,995.669,384.43,17.146,6.620,1012.814,391.05,39.409762,-85.066964,"Franklin<br>Every 10,000 People 700.0 Not using Mask<br>Max of 0.0 People can get Infected",700.0,0.0
721,721,722,IN,18049,Fulton,Rochester,20836,954.1210000000001,368.38800000000003,7.451,2.877,961.573,371.265,41.050384,-86.265006,"Fulton<br>Every 10,000 People 1420.0 Not using Mask<br>Max of 0.0 People can get Infected",1420.0,0.0
722,722,723,IN,18051,Gibson,Princeton,33503,1262.5819999999999,487.486,30.248,11.679,1292.83,499.165,38.317413,-87.580566,"Gibson<br>Every 10,000 People 900.0 Not using Mask<br>Max of 7.0 People can get Infected",900.0,7.0
723,723,724,IN,18053,Grant,Marion,70061,1072.447,414.074,2.133,0.824,1074.58,414.898,40.515758,-85.654946,"Grant<br>Every 10,000 People 530.0 Not using Mask<br>Max of 37.0 People can get Infected",530.0,37.0
724,724,725,IN,18055,Greene,Bloomfield,33165,1405.055,542.495,8.865,3.423,1413.92,545.918,39.0486,-87.005245,"Greene<br>Every 10,000 People 990.0 Not using Mask<br>Max of 5.0 People can get Infected",990.0,5.0
725,725,726,IN,18057,Hamilton,Noblesville,274569,1021.148,394.267,21.159,8.170,1042.307,402.43699999999995,40.04987,-86.020586,"Hamilton<br>Every 10,000 People 700.0 Not using Mask<br>Max of 105.0 People can get Infected",700.0,105.0
726,726,727,IN,18059,Hancock,Greenfield,70002,792.578,306.01599999999996,2.614,1.009,795.191,307.025,39.822604,-85.772904,"Hancock<br>Every 10,000 People 680.0 Not using Mask<br>Max of 12.0 People can get Infected",680.0,12.0
727,727,728,IN,18061,Harrison,Corydon,39364,1254.889,484.51599999999996,5.193,2.005,1260.083,486.52099999999996,38.186440000000005,-86.10368100000001,"Harrison<br>Every 10,000 People 940.0 Not using Mask<br>Max of 12.0 People can get Infected",940.0,12.0
728,728,729,IN,18063,Hendricks,Danville,145448,1053.895,406.911,4.834,1.866,1058.729,408.777,39.768749,-86.510287,"Hendricks<br>Every 10,000 People 540.0 Not using Mask<br>Max of 34.0 People can get Infected",540.0,34.0
729,729,730,IN,18065,Henry,New Castle,49462,1014.955,391.876,7.655,2.956,1022.61,394.832,39.929576000000004,-85.397338,"Henry<br>Every 10,000 People 1830.0 Not using Mask<br>Max of 19.0 People can get Infected",1830.0,19.0
730,730,731,IN,18067,Howard,Kokomo,82752,759.013,293.057,2.240,0.865,761.253,293.922,40.483537,-86.114118,"Howard<br>Every 10,000 People 80.0 Not using Mask<br>Max of 23.0 People can get Infected",80.0,23.0
731,731,732,IN,18069,Huntington,Huntington,37124,991.061,382.651,13.135,5.071,1004.196,387.722,40.826394,-85.478598,"Huntington<br>Every 10,000 People 1500.0 Not using Mask<br>Max of 5.0 People can get Infected",1500.0,5.0
732,732,733,IN,18071,Jackson,Brownstown,42376,1319.1129999999998,509.31199999999995,11.917,4.601,1331.03,513.913,38.911957,-86.042516,"Jackson<br>Every 10,000 People 970.0 Not using Mask<br>Max of 3.0 People can get Infected",970.0,3.0
733,733,734,IN,18073,Jasper,Rensselaer,33478,1449.421,559.625,4.561,1.761,1453.9820000000002,561.386,41.017688,-87.118814,"Jasper<br>Every 10,000 People 1860.0 Not using Mask<br>Max of 9.0 People can get Infected",1860.0,9.0
734,734,735,IN,18075,Jay,Portland,21253,994.31,383.905,0.459,0.177,994.7689999999999,384.082,40.434971999999995,-85.00338,"Jay<br>Every 10,000 People 1410.0 Not using Mask<br>Max of 7.0 People can get Infected",1410.0,7.0
735,735,736,IN,18077,Jefferson,Madison,32428,934.029,360.631,5.848,2.258,939.877,362.889,38.783604,-85.44009,"Jefferson<br>Every 10,000 People 830.0 Not using Mask<br>Max of 8.0 People can get Infected",830.0,8.0
736,736,737,IN,18079,Jennings,Vernon,28525,975.346,376.583,4.564,1.762,979.91,378.345,38.996234,-85.628111,"Jennings<br>Every 10,000 People 950.0 Not using Mask<br>Max of 2.0 People can get Infected",950.0,2.0
737,737,738,IN,18081,Johnson,Franklin,139654,829.903,320.427,3.529,1.363,833.432,321.79,39.495986,-86.0946,"Johnson<br>Every 10,000 People 570.0 Not using Mask<br>Max of 9.0 People can get Infected",570.0,9.0
738,738,739,IN,18083,Knox,Vincennes,38440,1336.514,516.031,20.755,8.014,1357.269,524.045,38.688663,-87.420182,"Knox<br>Every 10,000 People 1580.0 Not using Mask<br>Max of 19.0 People can get Infected",1580.0,19.0
739,739,740,IN,18085,Kosciusko,Warsaw,77358,1376.27,531.381,59.601,23.012,1435.871,554.393,41.244293,-85.861575,"Kosciusko<br>Every 10,000 People 730.0 Not using Mask<br>Max of 30.0 People can get Infected",730.0,30.0
740,740,741,IN,18087,LaGrange,Lagrange,37128,983.222,379.624,18.333,7.078,1001.555,386.702,41.642468,-85.426302,"LaGrange<br>Every 10,000 People 590.0 Not using Mask<br>Max of 0.0 People can get Infected",590.0,0.0
741,741,742,IN,18089,Lake,Crown Point,496005,1292.3039999999999,498.961,330.480,127.599,1622.7839999999999,626.56,41.472239,-87.374337,"Lake<br>Every 10,000 People 430.0 Not using Mask<br>Max of 111.0 People can get Infected",430.0,111.0
742,742,743,IN,18091,LaPorte,LaPorte,111467,1549.588,598.299,38.747,14.960,1588.335,613.259,41.549011,-86.744729,"LaPorte<br>Every 10,000 People 840.0 Not using Mask<br>Max of 12.0 People can get Infected",840.0,12.0
743,743,744,IN,18093,Lawrence,Bedford,46134,1163.34,449.168,7.151,2.761,1170.491,451.92900000000003,38.839815,-86.48782,"Lawrence<br>Every 10,000 People 920.0 Not using Mask<br>Max of 5.0 People can get Infected",920.0,5.0
744,744,745,IN,18095,Madison,Anderson,131636,1170.455,451.915,2.562,0.989,1173.017,452.904,40.166203,-85.722454,"Madison<br>Every 10,000 People 620.0 Not using Mask<br>Max of 35.0 People can get Infected",620.0,35.0
745,745,746,IN,18097,Marion,Indianapolis,903393,1026.4080000000001,396.298,17.378,6.710,1043.786,403.00800000000004,39.782976,-86.13579399999999,"Marion<br>Every 10,000 People 510.0 Not using Mask<br>Max of 186.0 People can get Infected",510.0,186.0
746,746,747,IN,18099,Marshall,Plymouth,47051,1148.993,443.629,15.836,6.114,1164.829,449.74300000000005,41.325003,-86.269036,"Marshall<br>Every 10,000 People 1200.0 Not using Mask<br>Max of 9.0 People can get Infected",1200.0,9.0
747,747,748,IN,18101,Martin,Shoals,10334,869.555,335.73699999999997,12.093,4.669,881.648,340.406,38.705321999999995,-86.801847,"Martin<br>Every 10,000 People 410.0 Not using Mask<br>Max of 9.0 People can get Infected",410.0,9.0
748,748,749,IN,18103,Miami,Peru,36903,968.247,373.842,9.185,3.546,977.431,377.38800000000003,40.772881,-86.044259,"Miami<br>Every 10,000 People 540.0 Not using Mask<br>Max of 5.0 People can get Infected",540.0,5.0
749,749,750,IN,18105,Monroe,Bloomington,137974,1021.773,394.509,43.543,16.812,1065.316,411.32099999999997,39.160751,-86.523325,"Monroe<br>Every 10,000 People 370.0 Not using Mask<br>Max of 70.0 People can get Infected",370.0,70.0
750,750,751,IN,18107,Montgomery,Crawfordsville,38124,1306.941,504.61300000000006,2.155,0.832,1309.097,505.445,40.040296000000005,-86.892715,"Montgomery<br>Every 10,000 People 700.0 Not using Mask<br>Max of 7.0 People can get Infected",700.0,7.0
751,751,752,IN,18109,Morgan,Martinsville,68894,1046.275,403.969,14.137,5.458,1060.411,409.42699999999996,39.482646,-86.447457,"Morgan<br>Every 10,000 People 600.0 Not using Mask<br>Max of 16.0 People can get Infected",600.0,16.0
752,752,753,IN,18111,Newton,Kentland,14244,1040.55,401.759,4.350,1.679,1044.9,403.43800000000005,40.962399,-87.402172,"Newton<br>Every 10,000 People 1020.0 Not using Mask<br>Max of 5.0 People can get Infected",1020.0,5.0
753,753,754,IN,18113,Noble,Albion,47536,1064.078,410.843,17.068,6.590,1081.146,417.43300000000005,41.400794,-85.41785,"Noble<br>Every 10,000 People 570.0 Not using Mask<br>Max of 6.0 People can get Infected",570.0,6.0
754,754,755,IN,18115,Ohio,Rising Sun,6128,223.102,86.14,3.352,1.294,226.454,87.434,38.940527,-84.964299,"Ohio<br>Every 10,000 People 600.0 Not using Mask<br>Max of 0.0 People can get Infected",600.0,0.0
755,755,756,IN,18117,Orange,Paoli,19840,1031.818,398.38699999999994,25.394,9.805,1057.212,408.19199999999995,38.547381,-86.489257,"Orange<br>Every 10,000 People 960.0 Not using Mask<br>Max of 12.0 People can get Infected",960.0,12.0
756,756,757,IN,18119,Owen,Spencer,21575,997.893,385.288,6.571,2.537,1004.4630000000001,387.825,39.317339000000004,-86.83884499999999,"Owen<br>Every 10,000 People 940.0 Not using Mask<br>Max of 2.0 People can get Infected",940.0,2.0
757,757,758,IN,18121,Parke,Rockville,17339,1151.671,444.663,13.769,5.316,1165.441,449.97900000000004,39.77425,-87.19695,"Parke<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 2.0 People can get Infected",1160.0,2.0
758,758,759,IN,18123,Perry,Tell City,19338,988.669,381.727,11.818,4.563,1000.4860000000001,386.29,38.081436,-86.62654,"Perry<br>Every 10,000 People 100.0 Not using Mask<br>Max of 0.0 People can get Infected",100.0,0.0
759,759,760,IN,18125,Pike,Petersburg,12845,865.674,334.23800000000006,17.757,6.856,883.43,341.094,38.397898,-87.23253199999999,"Pike<br>Every 10,000 People 520.0 Not using Mask<br>Max of 2.0 People can get Infected",520.0,2.0
760,760,761,IN,18127,Porter,Valparaiso,164343,1083.011,418.153,268.395,103.628,1351.406,521.781,41.509921999999996,-87.071308,"Porter<br>Every 10,000 People 500.0 Not using Mask<br>Max of 56.0 People can get Infected",500.0,56.0
761,761,762,IN,18129,Posey,Mount Vernon,25910,1060.7830000000001,409.57099999999997,25.264,9.754,1086.047,419.325,38.027614,-87.86865300000001,"Posey<br>Every 10,000 People 1320.0 Not using Mask<br>Max of 3.0 People can get Infected",1320.0,3.0
762,762,763,IN,18131,Pulaski,Winamac,13402,1123.146,433.649,2.292,0.885,1125.438,434.534,41.045272,-86.692538,"Pulaski<br>Every 10,000 People 1350.0 Not using Mask<br>Max of 0.0 People can get Infected",1350.0,0.0
763,763,764,IN,18133,Putnam,Greencastle,37963,1244.562,480.528,5.605,2.164,1250.167,482.69199999999995,39.665545,-86.853325,"Putnam<br>Every 10,000 People 750.0 Not using Mask<br>Max of 16.0 People can get Infected",750.0,16.0
764,764,765,IN,18135,Randolph,Winchester,26171,1171.656,452.379,2.420,0.935,1174.077,453.314,40.164414,-85.005004,"Randolph<br>Every 10,000 People 1280.0 Not using Mask<br>Max of 0.0 People can get Infected",1280.0,0.0
765,765,766,IN,18137,Ripley,Versailles,28818,1156.237,446.426,4.238,1.636,1160.474,448.06199999999995,39.100229999999996,-85.260541,"Ripley<br>Every 10,000 People 540.0 Not using Mask<br>Max of 6.0 People can get Infected",540.0,6.0
766,766,767,IN,18139,Rush,Rushville,17392,1057.035,408.124,0.872,0.337,1057.9080000000001,408.461,39.622312,-85.466527,"Rush<br>Every 10,000 People 1330.0 Not using Mask<br>Max of 0.0 People can get Infected",1330.0,0.0
767,767,768,IN,18141,St. Joseph,South Bend,266931,1185.827,457.85,9.156,3.535,1194.983,461.385,41.617699,-86.288159,"St. Joseph<br>Every 10,000 People 310.0 Not using Mask<br>Max of 103.0 People can get Infected",310.0,103.0
768,768,769,IN,18143,Scott,Scottsburg,24181,493.12699999999995,190.39700000000002,6.089,2.351,499.216,192.748,38.679431,-85.751898,"Scott<br>Every 10,000 People 360.0 Not using Mask<br>Max of 2.0 People can get Infected",360.0,2.0
769,769,770,IN,18145,Shelby,Shelbyville,44436,1064.866,411.147,4.168,1.609,1069.0339999999999,412.756,39.524135,-85.792174,"Shelby<br>Every 10,000 People 1600.0 Not using Mask<br>Max of 2.0 People can get Infected",1600.0,2.0
770,770,771,IN,18147,Spencer,Rockport,20952,1027.563,396.744,12.127,4.682,1039.6889999999999,401.426,38.009789000000005,-87.010645,"Spencer<br>Every 10,000 People 170.0 Not using Mask<br>Max of 7.0 People can get Infected",170.0,7.0
771,771,772,IN,18149,Starke,Knox,23363,800.654,309.134,7.955,3.072,808.6089999999999,312.20599999999996,41.28322,-86.64757,"Starke<br>Every 10,000 People 1770.0 Not using Mask<br>Max of 2.0 People can get Infected",1770.0,2.0
772,772,773,IN,18151,Steuben,Angola,34185,800.1489999999999,308.939,35.034,13.527,835.183,322.466,41.643437,-85.00246700000001,"Steuben<br>Every 10,000 People 400.0 Not using Mask<br>Max of 12.0 People can get Infected",400.0,12.0
773,773,774,IN,18153,Sullivan,Sullivan,21475,1158.0919999999999,447.142,18.063,6.974,1176.155,454.116,39.089225,-87.41584300000001,"Sullivan<br>Every 10,000 People 1270.0 Not using Mask<br>Max of 7.0 People can get Infected",1270.0,7.0
774,774,775,IN,18155,Switzerland,Vevay,10613,571.436,220.63299999999998,7.267,2.806,578.7040000000001,223.43900000000002,38.825846000000006,-85.029679,"Switzerland<br>Every 10,000 People 890.0 Not using Mask<br>Max of 0.0 People can get Infected",890.0,0.0
775,775,776,IN,18157,Tippecanoe,Lafayette,172780,1294.492,499.806,8.903,3.437,1303.394,503.24300000000005,40.38926,-86.89394300000001,"Tippecanoe<br>Every 10,000 People 930.0 Not using Mask<br>Max of 131.0 People can get Infected",930.0,131.0
